iso3,year,cause,sex,all,a00,a01,a05,a10,a15,a20,a25,a30,a35,a40,a45,a50,a55,a60,a65,a70,a75,a80,a85,age,any_year_reason,unk
MEX,2007,570,2,1111,15,13,6,7,13,14,15,17,23,25,26,33,32,43,69,73,111,159,416,0,0,1
MEX,2015,9008,2,38,2,2,1,0,1,3,3,5,2,1,2,2,1,4,1,2,1,3,2,0,0,0
MEX,1999,790,2,25370,4,6,4,13,42,82,106,144,275,485,904,1676,2537,3367,3966,3802,3313,2069,2508,0,0,67
MEX,1998,744,2,242,0,0,0,0,0,0,2,1,5,8,8,16,20,36,39,32,35,18,22,0,0,0
MEX,2009,640,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1510,1,490,6,22,10,5,19,46,55,57,51,49,32,23,23,19,11,18,19,10,7,0,0,8
MEX,2013,9005,1,2620,2,1,0,0,4,4,8,9,26,45,48,93,107,148,179,242,354,458,888,0,0,4
MEX,2000,160,2,19,3,0,1,1,0,0,0,0,1,0,0,0,2,2,3,3,3,0,0,0,0,0
MEX,2007,230,2,20,0,0,0,0,0,0,0,0,1,0,1,2,3,3,2,2,3,2,1,0,0,0
MEX,2003,880,2,358,0,1,0,0,0,0,0,2,1,0,3,3,8,15,29,37,65,76,118,0,0,0
MEX,2016,1530,2,142,2,19,3,2,4,5,12,9,10,4,7,5,8,8,2,11,8,11,11,0,0,1
MEX,2011,830,2,6,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0
MEX,2010,1450,1,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1,0,0,0
MEX,2003,1190,2,5418,136,53,21,24,31,32,37,58,80,131,163,259,306,400,508,678,710,703,1074,0,0,14
MEX,2012,100,1,1484,311,129,30,19,13,17,22,17,32,34,29,43,56,59,72,109,124,147,219,0,0,2
MEX,2003,210,2,8,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,1,0,0,0,0,0,0
MEX,2003,130,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MEX,2006,1400,1,2333,1692,249,54,49,52,45,35,29,28,17,16,18,6,13,10,2,6,9,2,0,0,1
MEX,2017,611,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,1182,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2004,752,2,773,1,8,7,7,16,16,29,27,32,24,46,62,48,90,77,90,84,58,51,0,0,0
MEX,2015,1520,2,543,7,20,9,10,7,8,8,7,11,6,18,27,26,36,43,57,60,72,110,0,0,1
MEX,2004,420,2,1266,0,0,0,11,137,280,248,294,204,81,11,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,1560,2,4576,20,44,28,180,534,676,593,493,490,382,293,208,148,113,75,72,48,35,21,0,0,123
MEX,2004,1500,2,2579,37,133,131,123,267,252,231,188,155,169,161,123,120,107,101,96,76,61,39,0,0,9
MEX,2007,900,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1998,840,1,61,1,0,0,0,1,0,2,5,7,6,8,4,5,6,5,4,5,0,2,0,0,0
MEX,2015,1540,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
MEX,1998,230,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2005,1190,2,6100,130,44,19,16,37,39,47,64,97,143,221,274,351,475,570,699,811,808,1240,0,0,15
MEX,2013,20,2,7564,645,306,104,70,105,174,224,265,308,349,400,461,448,512,549,590,604,587,853,0,0,10
MEX,2014,1541,1,1050,9,35,43,33,76,124,98,122,117,90,78,65,50,35,26,16,11,3,6,0,0,13
MEX,2011,743,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,720,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2004,1000,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,400,2,212,85,21,5,4,4,3,3,2,2,4,0,1,1,8,4,4,6,11,44,0,0,0
MEX,2000,1310,1,4992,3816,427,144,89,88,61,60,51,41,38,29,23,28,17,21,16,15,8,17,0,0,3
MEX,2011,1380,2,91,10,1,2,2,12,23,9,6,10,4,3,2,2,0,0,0,0,1,4,0,0,0
MEX,2015,1340,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2009,1380,1,145,24,3,0,1,30,26,20,13,12,2,3,4,1,1,1,0,2,0,2,0,0,0
MEX,2000,830,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MEX,2000,1430,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2009,890,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,681,2,186,0,1,0,0,1,3,5,6,10,12,11,15,12,19,28,12,16,14,21,0,0,0
MEX,2015,540,1,3322,129,75,40,21,29,23,33,39,60,52,58,73,98,96,134,191,319,484,1347,0,0,21
MEX,2007,430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,612,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2010,9001,1,4081,42,35,20,20,34,28,26,50,44,48,76,116,158,210,278,386,508,616,1375,0,0,11
MEX,2013,830,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
MEX,2004,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2010,730,1,5407,0,0,0,0,0,1,1,1,2,9,17,68,139,326,526,848,1055,1018,1393,0,0,3
MEX,2013,10,9,62,54,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,2
MEX,2014,1030,2,11,0,2,0,0,1,0,0,0,1,1,0,0,0,1,0,2,1,0,2,0,0,0
MEX,2012,980,2,11,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,2,0,3,0,0,0
MEX,2010,613,2,61,0,0,0,1,0,1,1,2,2,1,5,4,1,5,2,12,6,7,11,0,0,0
MEX,1998,10,2,34432,12722,1613,343,257,478,694,748,789,714,594,546,606,705,878,1098,1330,1667,2054,6484,0,0,112
MEX,2013,1430,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,590,1,161665,5314,1337,863,832,1239,1639,2307,3252,4707,6190,7840,9585,12101,14373,16832,18002,18566,14282,21746,0,0,658
MEX,2001,1160,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MEX,2009,390,2,8375,703,250,118,83,94,183,233,241,272,259,337,311,309,321,315,414,631,858,2432,0,0,11
MEX,2012,850,1,996,34,48,17,30,50,65,83,83,96,91,71,71,47,48,38,37,32,25,27,0,0,3
MEX,1999,90,1,3595,12,10,7,7,40,268,607,758,689,427,289,179,129,82,31,27,13,3,2,0,0,15
MEX,2003,620,2,254,0,0,0,0,0,0,0,2,6,8,12,11,21,15,28,34,41,36,40,0,0,0
MEX,2016,990,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
MEX,2004,1360,2,25,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2008,520,9,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,1030,1,13,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,2,0,2,4,0,0,0
MEX,2008,450,2,282,0,0,0,2,38,45,46,77,50,22,2,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1184,1,1383,17,0,2,3,1,4,12,20,26,34,47,82,76,116,153,183,169,177,259,0,0,2
MEX,1999,611,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2004,550,2,7,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0
MEX,2016,560,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2013,742,2,1090,2,0,0,0,0,0,4,3,8,28,59,78,114,133,138,158,144,111,110,0,0,0
MEX,2005,840,2,55,0,0,0,0,0,0,0,3,3,5,3,5,7,6,3,8,6,4,2,0,0,0
MEX,2003,80,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,9004,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,611,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,520,2,2580,2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
MEX,1999,1560,1,13660,51,85,78,208,1349,2112,2110,1776,1476,1060,827,650,502,344,280,243,157,72,86,0,0,194
MEX,1999,1500,1,9397,42,236,257,314,964,1290,1173,885,865,700,588,457,381,317,268,216,163,78,102,0,0,101
MEX,2014,680,1,868,1,1,2,2,1,8,7,12,14,29,30,49,62,77,83,103,110,114,163,0,0,0
MEX,2000,850,1,927,29,52,35,30,63,75,99,105,87,68,48,50,31,31,32,21,30,19,18,0,0,4
MEX,2006,681,2,199,0,0,0,0,1,2,5,5,7,9,16,14,16,14,19,19,28,16,27,0,0,1
MEX,2014,650,2,3079,2,4,2,1,5,5,6,16,32,78,109,181,244,324,408,463,478,409,312,0,0,0
MEX,2007,1140,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MEX,2012,1200,2,8705,77,32,26,50,136,195,161,148,188,236,307,474,590,678,799,824,912,989,1881,0,0,2
MEX,2001,770,2,2720,10,32,28,53,58,51,50,82,87,126,129,185,232,247,299,279,273,228,265,0,0,6
MEX,2006,1130,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MEX,2007,630,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MEX,2017,1390,2,237,80,31,11,6,12,7,10,8,7,9,12,15,15,7,7,0,0,0,0,0,0,0
MEX,2004,70,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEX,2004,80,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,740,1,708,0,0,0,0,0,2,1,2,7,4,11,35,37,72,82,105,108,122,120,0,0,0
MEX,1998,810,2,3694,142,176,120,111,173,166,178,160,156,158,153,150,149,155,197,227,281,279,551,0,0,12
MEX,1999,1370,2,63,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2004,500,2,2949,2949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,611,2,193,0,1,0,1,0,2,1,3,6,4,14,13,14,26,25,24,17,20,22,0,0,0
MEX,2011,470,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2014,1150,1,36061,231,108,61,64,88,240,436,915,1595,2487,3045,3679,3859,3703,3488,3258,3066,2603,2981,0,0,154
MEX,2008,500,2,2532,2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2011,670,2,2378,1,1,1,0,2,1,9,21,36,66,82,176,215,239,293,349,333,301,251,0,0,1
MEX,2011,110,1,52,23,1,0,0,0,0,2,1,1,4,2,4,2,4,5,0,1,1,1,0,0,0
MEX,2013,1530,1,343,3,15,5,3,19,26,16,27,26,22,30,24,17,20,19,19,16,9,19,0,0,8
MEX,2016,743,2,109,0,0,0,1,0,2,1,1,2,1,1,5,10,12,18,12,16,10,17,0,0,0
MEX,1999,850,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2011,1590,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2009,920,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,900,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2004,751,2,148,0,0,2,3,7,17,11,3,3,5,7,5,7,19,9,7,17,17,9,0,0,0
MEX,2000,750,2,1129,1,7,17,14,17,25,37,28,39,47,67,67,112,133,130,131,103,86,67,0,0,1
MEX,2009,1340,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,1310,1,4936,3541,412,112,95,133,106,80,61,62,46,45,38,40,27,25,27,22,19,28,0,0,17
MEX,1999,744,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1998,1020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,700,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2004,744,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,460,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,920,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2005,280,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
MEX,2016,1500,2,3190,37,136,105,115,284,297,259,253,242,198,165,182,171,168,138,132,121,88,70,0,0,29
MEX,2012,920,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,640,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,1182,2,1283,29,11,4,1,5,8,5,5,16,11,25,22,45,69,95,114,177,233,408,0,0,0
MEX,2014,1030,1,7,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0
MEX,2004,1070,9,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,3,0,0,1
MEX,2002,1470,2,15,0,0,0,1,0,0,3,0,1,1,1,1,1,2,0,1,0,1,2,0,0,0
MEX,1998,950,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,1184,1,1123,20,0,1,1,2,10,10,13,18,34,39,61,70,76,99,132,164,162,211,0,0,0
MEX,2014,1380,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,1185,1,822,1,2,1,3,3,25,47,60,82,64,64,62,62,64,71,71,67,38,32,0,0,3
MEX,2006,630,2,2499,0,2,0,0,2,7,19,38,85,102,170,177,217,219,293,311,282,278,293,0,0,4
MEX,2004,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2013,751,1,297,0,0,5,7,13,15,19,15,18,10,25,12,23,22,19,27,29,25,12,0,0,1
MEX,2007,1040,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,3,0,0,0
MEX,2009,611,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1170,2,6782,3,7,2,2,7,12,30,83,153,250,336,521,785,887,970,928,764,554,485,0,0,3
MEX,2010,260,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,1430,1,40,0,1,0,0,0,1,3,4,3,1,6,4,4,2,4,3,2,1,1,0,0,0
MEX,2002,1120,2,7262,21,11,4,2,8,6,4,16,21,40,65,105,186,363,520,842,1093,1268,2659,0,0,28
MEX,1998,510,1,2176,2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,130,1,4,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
MEX,2011,160,1,18,0,1,0,0,0,0,1,1,1,1,1,3,1,3,4,0,1,0,0,0,0,0
MEX,2002,830,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
MEX,2011,1182,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2004,440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,1520,1,1777,25,31,42,31,57,67,102,75,122,145,133,147,119,127,139,116,88,89,111,0,0,11
MEX,2014,530,1,4913,176,103,36,38,47,61,51,69,75,91,113,127,140,161,234,336,513,719,1803,0,0,20
MEX,2015,1550,1,8673,525,221,96,79,362,637,536,554,636,564,518,513,460,465,397,366,389,431,744,0,0,180
MEX,2015,742,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,9004,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1290,1,71,0,0,0,0,1,0,0,1,4,3,7,5,4,11,8,6,10,3,8,0,0,0
MEX,2001,190,2,288,0,1,0,0,0,5,2,5,4,15,19,41,42,44,43,30,21,12,4,0,0,0
MEX,2000,960,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,1110,2,13747,194,83,35,31,49,52,45,61,88,135,220,300,474,651,928,1418,1952,2421,4597,0,0,13
MEX,1999,1230,1,852,10,14,7,1,8,7,10,12,13,23,28,33,43,70,64,87,129,105,187,0,0,1
MEX,2000,1410,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2009,760,1,2049,14,112,159,157,219,148,119,99,95,102,81,92,69,86,120,100,123,86,67,0,0,1
MEX,2007,9000,1,1429,2,11,5,6,20,24,20,40,43,37,55,94,117,168,174,165,180,139,129,0,0,0
MEX,2004,370,2,2797,342,164,80,45,39,62,55,62,82,95,119,115,158,172,232,224,223,197,323,0,0,8
MEX,1999,560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2010,860,1,2799,0,1,0,1,20,40,102,175,267,253,343,312,271,268,230,184,151,93,72,0,0,16
MEX,2007,420,2,1122,0,0,0,6,147,207,258,242,177,80,5,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,600,1,26451,43,236,310,300,381,405,422,480,580,722,960,1424,1924,2686,3375,3661,3482,2402,2605,0,0,53
MEX,2011,460,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,560,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2007,1510,1,560,8,30,9,13,32,48,56,62,69,50,41,17,28,13,17,14,14,13,16,0,0,10
MEX,2015,1183,1,114,1,1,1,0,2,3,4,6,1,5,7,9,10,10,12,13,8,11,10,0,0,0
MEX,2016,890,2,183,0,0,0,0,0,2,4,5,11,23,18,26,25,19,13,20,10,4,3,0,0,0
MEX,2004,260,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,610,1,549,0,1,0,0,3,6,3,5,10,17,24,32,54,70,80,76,61,51,56,0,0,0
MEX,2015,1300,2,1875,2,3,9,28,48,79,86,83,102,108,103,119,138,120,115,116,117,145,353,0,0,1
MEX,2015,613,1,271,0,0,1,0,1,3,1,3,3,9,11,16,31,29,31,41,44,26,21,0,0,0
MEX,2001,10,2,28899,10453,987,233,219,358,544,669,685,674,561,465,513,621,794,954,1215,1521,1812,5519,0,0,102
MEX,1998,730,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1998,950,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MEX,2014,910,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1998,830,2,6,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0
MEX,1998,745,1,67,0,0,0,0,0,1,0,0,5,5,4,5,7,4,10,13,6,2,4,0,0,1
MEX,2003,752,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1050,2,587,0,1,4,0,3,6,5,6,12,14,23,45,59,85,84,74,62,52,52,0,0,0
MEX,2002,1130,2,1092,29,41,7,7,7,13,14,20,19,23,39,49,42,64,109,120,138,118,231,0,0,2
MEX,2000,1320,2,103,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2007,530,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MEX,2006,130,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,20,1,10343,562,263,94,76,147,421,749,877,918,826,824,752,626,610,497,514,499,449,585,0,0,54
MEX,2014,1100,2,9229,54,26,33,43,36,55,56,65,94,138,196,282,375,445,590,802,1085,1469,3379,0,0,6
MEX,1998,1600,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2014,1190,2,9821,127,63,23,26,45,51,74,88,127,223,345,502,706,898,1030,1115,1241,1287,1844,0,0,6
MEX,2003,410,2,20,2,1,2,0,0,1,0,3,1,0,0,2,2,1,0,0,1,1,3,0,0,0
MEX,2000,800,2,2886,167,92,37,27,49,45,57,66,92,121,121,165,172,186,223,217,236,247,552,0,0,14
MEX,2001,1100,2,8621,72,30,20,24,49,37,70,69,86,133,177,218,302,454,576,821,1047,1158,3240,0,0,38
MEX,2003,610,2,286,0,1,0,1,2,3,2,5,7,9,19,19,23,34,35,38,33,24,31,0,0,0
MEX,2009,1550,9,15,1,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,1,2,0,0,0,5
MEX,1999,740,2,218,0,0,0,0,0,0,0,3,4,7,6,5,19,19,27,26,28,26,46,0,0,2
MEX,1999,930,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,1010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1220,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2007,720,2,1625,0,0,0,4,21,15,16,38,69,112,139,167,211,185,182,154,144,102,66,0,0,0
MEX,2002,420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2009,740,1,571,0,1,2,0,0,1,4,2,4,8,18,17,43,49,71,80,113,75,83,0,0,0
MEX,2017,50,2,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MEX,2006,1490,1,27219,712,879,589,767,2235,2766,2556,2334,2102,1917,1736,1577,1340,1136,1022,868,805,718,849,0,0,311
MEX,2005,1430,2,23,0,0,0,1,1,0,4,1,1,0,2,2,1,1,1,1,4,1,2,0,0,0
MEX,2016,1120,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2013,9004,2,313,0,0,0,0,0,1,3,8,8,25,23,34,35,31,45,31,28,21,20,0,0,0
MEX,2000,1530,1,477,14,40,26,15,18,40,50,40,28,33,31,23,20,17,12,17,14,17,16,0,0,6
MEX,2006,682,1,442,0,0,0,0,2,3,6,7,6,10,26,21,22,37,44,48,58,55,96,0,0,1
MEX,2001,580,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MEX,2000,1340,1,24,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,1300,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,760,9,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,710,2,619,0,1,1,0,0,2,4,9,23,35,58,61,51,65,91,64,68,49,35,0,0,2
MEX,2001,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,1470,1,59,1,1,0,0,1,5,2,1,2,4,2,5,13,6,3,2,3,4,4,0,0,0
MEX,2000,612,2,14,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,5,0,1,0,0,0
MEX,2001,1260,2,640,0,0,0,0,0,1,6,11,12,12,29,38,52,37,68,84,74,70,144,0,0,2
MEX,2016,360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,1510,2,246,5,26,4,12,24,24,29,15,12,14,11,7,10,3,5,6,15,15,9,0,0,0
MEX,2014,1440,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,290,2,37,1,1,4,1,0,3,1,2,4,3,2,2,2,4,0,1,1,2,3,0,0,0
MEX,1998,10,1,40647,16725,1823,369,264,313,625,1132,1308,1317,1147,1027,917,985,1126,1359,1512,1986,1917,4612,0,0,183
MEX,2003,990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2009,1560,2,2807,49,57,32,138,429,374,307,298,264,192,166,126,96,60,52,40,31,24,25,0,0,47
MEX,2014,1110,1,17830,218,96,43,33,55,65,102,133,183,215,282,433,632,930,1403,1966,2757,3121,5138,0,0,25
MEX,2016,750,2,1964,2,3,10,8,23,34,44,36,47,72,95,158,167,248,234,240,213,179,151,0,0,0
MEX,2005,1090,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2007,190,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2010,9000,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MEX,2004,1180,2,226,0,11,6,6,6,3,13,9,11,9,13,5,24,15,14,19,14,12,35,0,0,1
MEX,2001,410,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2013,740,2,275,0,0,0,0,0,0,0,2,4,8,8,16,17,24,29,33,46,37,51,0,0,0
MEX,2002,9005,2,1984,1,0,1,0,2,2,7,12,6,30,39,61,62,121,144,221,233,278,757,0,0,7
MEX,2007,760,2,1774,19,99,142,130,121,98,76,108,96,81,88,81,111,113,96,90,95,62,67,0,0,1
MEX,1998,1183,1,73,9,2,1,0,0,1,2,1,2,2,6,7,5,3,4,6,9,6,7,0,0,0
MEX,2005,612,2,19,0,0,0,0,0,0,2,0,3,1,0,3,4,1,2,0,1,1,1,0,0,0
