iso3,year,cause,sex,all,a00,a01,a05,a10,a15,a20,a25,a30,a35,a40,a45,a50,a55,a60,a65,a70,a75,a80,a85,age,any_year_reason,unk
MEX,2002,1542,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,1542,1,157,1,0,6,19,24,19,9,12,7,13,9,5,13,6,5,4,2,1,2,0,0,0
MEX,2002,1540,2,406,11,131,44,45,39,26,13,13,9,14,14,10,5,8,6,7,2,5,2,0,0,2
MEX,2002,1540,1,2096,14,234,126,165,323,243,170,161,109,113,82,69,56,43,40,44,30,20,20,0,0,34
MEX,2000,990,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MEX,2002,1420,1,1824,1439,138,35,29,26,24,14,12,11,13,13,11,14,4,10,10,7,6,6,0,0,2
MEX,2015,700,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,1400,1,2298,1680,241,71,59,50,39,29,26,21,16,21,13,10,4,3,8,3,2,2,0,0,0
MEX,2002,1390,1,229,99,49,6,6,17,16,10,6,6,3,4,2,1,4,0,0,0,0,0,0,0,0
MEX,2002,1370,2,60,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MEX,2002,1370,1,62,59,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,1330,2,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2007,700,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2008,1220,1,637,0,0,0,0,0,0,0,0,0,0,2,7,7,20,40,82,100,131,246,0,0,2
MEX,2002,1250,1,854,9,2,4,7,20,18,15,15,13,19,22,44,30,61,59,82,122,106,204,0,0,2
MEX,2002,1240,1,311,1,1,0,2,2,5,5,8,3,3,6,7,15,18,19,22,43,51,99,0,0,1
MEX,2012,710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,1200,2,5572,52,40,49,67,106,119,141,135,128,166,196,273,310,407,465,509,614,599,1184,0,0,12
MEX,2002,1185,1,774,0,0,0,3,7,19,54,67,82,89,65,69,59,53,47,52,51,33,24,0,0,0
MEX,2002,1182,2,696,24,11,7,8,7,4,4,8,5,15,14,14,25,33,52,67,88,104,203,0,0,3
MEX,2002,1180,2,222,1,7,14,5,14,9,8,9,8,6,6,10,9,10,20,14,23,13,34,0,0,2
MEX,2011,1510,1,526,5,31,8,11,24,41,48,62,65,45,35,32,28,16,22,12,10,12,15,0,0,4
MEX,2002,1160,2,1323,0,0,0,1,4,6,8,13,17,17,19,31,49,64,102,136,198,211,443,0,0,4
MEX,2002,1140,2,2818,178,80,21,21,34,32,37,48,57,65,74,105,151,171,234,287,294,293,621,0,0,15
MEX,2000,681,1,190,0,0,1,0,2,0,5,9,7,11,14,7,15,25,22,22,22,13,15,0,0,0
MEX,2006,830,2,7,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0
MEX,2002,1100,1,7450,96,37,15,29,39,65,80,104,138,161,199,249,347,420,585,809,881,1035,2129,0,0,32
MEX,2002,1070,9,17,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,3,0,2,0,0,6
MEX,2002,1030,1,8,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0
MEX,2002,1020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,980,2,7,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
MEX,2002,970,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,930,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,200,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,880,1,421,0,0,0,0,0,0,0,1,1,0,6,8,10,14,40,71,98,91,81,0,0,0
MEX,2002,870,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,870,1,523,7,6,1,3,0,0,0,7,6,5,4,10,7,22,27,59,101,89,169,0,0,0
MEX,2002,840,1,43,0,0,0,0,0,1,2,1,5,2,4,4,5,3,8,2,6,0,0,0,0,0
MEX,2002,820,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0
MEX,2002,780,1,1415,31,31,33,22,46,42,37,40,37,37,63,79,95,132,154,168,144,118,102,0,0,4
MEX,2002,760,9,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MEX,2002,753,2,304,0,1,0,0,0,0,0,0,7,9,25,33,37,54,46,37,30,14,11,0,0,0
MEX,2005,710,2,634,0,0,0,0,4,2,3,11,22,34,43,64,73,84,70,80,59,46,39,0,0,0
MEX,2002,752,1,982,3,17,26,22,31,34,33,34,37,54,63,62,70,87,103,101,105,59,41,0,0,0
MEX,2002,750,2,1242,1,6,9,15,22,22,30,35,36,51,89,86,113,126,150,156,123,99,73,0,0,0
MEX,2002,744,1,144,0,0,0,0,0,1,1,1,2,6,10,11,17,10,19,22,27,10,7,0,0,0
MEX,2002,740,2,228,0,0,0,0,0,0,0,0,3,1,3,9,14,12,26,30,49,32,49,0,0,0
MEX,2002,732,1,774,2,12,7,0,2,2,6,2,13,29,44,71,86,120,131,114,73,36,24,0,0,0
MEX,2002,731,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,730,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,720,2,1328,0,0,1,8,15,16,25,37,45,97,106,156,151,152,161,118,101,74,62,0,0,3
MEX,2002,720,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,710,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,380,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MEX,2002,682,2,364,0,0,1,3,2,2,2,5,8,11,14,17,20,20,23,22,39,40,134,0,0,1
MEX,2002,682,1,390,0,0,1,0,0,1,7,7,10,4,19,19,22,27,33,56,55,48,79,0,0,2
MEX,2002,670,2,2140,1,1,1,3,5,9,10,18,20,57,84,123,195,259,300,332,297,232,192,0,0,1
MEX,2002,660,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,650,2,2362,2,8,7,6,8,6,9,16,31,59,103,141,218,292,317,357,327,235,217,0,0,3
MEX,2002,640,1,1340,0,0,0,1,3,5,27,28,45,70,75,109,124,136,170,175,175,101,94,0,0,2
MEX,2002,620,2,222,0,0,0,0,0,0,1,0,5,5,11,15,10,20,32,33,25,31,34,0,0,0
MEX,2002,620,1,542,0,0,0,0,0,0,5,5,7,11,24,45,43,57,83,79,86,47,50,0,0,0
MEX,2002,611,2,189,0,1,1,1,2,2,5,6,9,7,14,8,6,26,19,18,26,23,15,0,0,0
MEX,2002,580,1,551,23,13,4,11,2,9,10,7,14,11,10,16,20,25,33,53,67,84,135,0,0,4
MEX,2002,550,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,0,0,0,0
MEX,1999,1250,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,480,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,450,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,410,1,31,3,4,1,2,2,2,1,4,2,1,2,1,0,1,3,2,0,0,0,0,0,0
MEX,2002,400,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,380,9,16,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1
MEX,2002,360,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,330,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,310,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,290,2,6,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
MEX,2002,280,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,260,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,240,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,230,2,15,0,0,1,0,0,0,0,1,2,0,1,1,2,1,2,2,1,1,0,0,0,0
MEX,2002,170,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,160,1,50,5,1,0,0,2,0,3,3,5,3,7,2,5,2,7,1,3,1,0,0,0,0
MEX,2002,100,9,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,100,2,2256,674,292,34,17,20,20,18,16,28,34,33,48,60,72,97,110,155,157,366,0,0,5
MEX,2002,100,1,2282,791,364,36,27,18,24,34,26,34,30,42,52,53,59,86,108,113,141,242,0,0,2
MEX,2002,70,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,0,1,254112,20720,3747,1890,2264,5225,7075,7960,8572,9360,10745,12010,13497,15567,18102,20878,22484,22956,19998,29597,0,0,1465
MEX,2011,1230,2,1902,14,10,3,1,5,14,20,28,33,46,63,91,128,134,163,215,255,266,412,0,0,1
MEX,1999,1110,1,13908,472,151,41,45,56,80,109,119,143,178,207,325,456,785,1263,1662,2197,1923,3637,0,0,59
MEX,2001,1590,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,1580,9,17,2,0,0,0,0,3,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,7
MEX,2001,1570,1,3110,0,0,2,77,377,531,450,387,237,203,183,142,102,98,83,55,73,52,36,0,0,22
MEX,2001,1550,9,9,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1
MEX,2001,1542,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,1542,1,192,1,1,9,30,24,15,13,21,11,15,10,11,7,7,9,5,0,0,3,0,0,0
MEX,2001,1530,1,426,12,39,16,10,24,35,39,23,25,24,16,13,19,22,19,25,14,28,19,0,0,4
MEX,2001,1520,1,1814,21,46,41,39,58,88,111,123,122,109,118,133,132,124,118,120,118,62,113,0,0,18
MEX,2004,360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,1450,1,4,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,1440,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,1430,2,21,0,0,0,0,0,2,0,1,0,1,2,0,1,3,3,1,1,1,5,0,0,0
MEX,2001,1420,1,1848,1473,131,57,26,17,13,21,14,14,7,8,11,15,11,4,12,5,4,4,0,0,1
MEX,2013,660,1,1701,0,2,0,0,2,3,3,15,22,36,78,117,174,234,291,226,221,155,121,0,0,1
MEX,2001,1400,2,1920,1323,212,65,44,41,45,42,27,22,11,12,16,6,10,8,10,12,8,6,0,0,0
MEX,2011,60,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,1320,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,1300,1,389,4,2,1,7,10,10,16,10,12,15,14,18,21,21,22,34,38,35,99,0,0,0
MEX,2001,1290,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,1270,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,1270,1,92,0,0,0,0,0,1,0,0,2,2,0,1,2,3,5,7,15,13,41,0,0,0
MEX,2001,1250,2,1910,3,2,3,21,57,49,63,68,78,84,90,87,114,98,144,151,168,182,441,0,0,7
MEX,2001,1250,1,831,4,2,1,7,10,15,16,13,18,23,28,31,52,58,54,76,101,99,223,0,0,0
MEX,2001,1230,1,858,14,8,4,1,5,8,12,17,23,26,32,27,28,48,70,97,102,128,204,0,0,4
MEX,2001,1220,1,563,0,0,0,0,0,0,0,0,2,0,0,1,8,19,42,63,95,95,234,0,0,4
MEX,2001,1200,2,5862,59,34,39,59,111,97,137,121,143,188,244,300,389,484,508,591,569,566,1209,0,0,14
MEX,2001,1190,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
MEX,2001,1185,1,729,1,0,1,2,4,34,48,71,74,67,62,66,47,56,68,45,34,21,25,0,0,3
MEX,2001,1183,1,80,1,2,1,1,3,3,2,3,3,5,5,8,4,9,2,5,3,10,10,0,0,0
MEX,2001,1110,9,8,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0
MEX,2001,1010,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,980,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,970,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MEX,2001,950,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,930,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1999,490,2,8057,8057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,900,2,34,0,1,0,0,5,6,9,0,1,4,1,0,1,2,0,1,2,1,0,0,0,0
MEX,2014,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,870,1,486,4,2,3,2,2,1,3,3,3,1,7,12,8,19,37,57,89,100,132,0,0,1
MEX,2001,800,2,2860,141,75,38,32,43,63,73,84,73,112,141,149,166,169,213,194,252,252,584,0,0,6
MEX,2001,780,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,770,9,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
MEX,1999,330,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,330,2,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MEX,2001,745,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,745,1,70,0,0,0,0,1,0,0,0,4,1,8,5,10,7,7,12,9,1,5,0,0,0
MEX,2001,744,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MEX,2001,742,1,546,1,0,0,0,0,0,0,4,6,21,19,30,42,58,56,107,82,65,53,0,0,2
MEX,2001,740,2,231,0,2,0,0,0,0,0,0,3,5,6,8,14,29,27,35,29,29,43,0,0,1
MEX,2001,730,1,4015,0,0,0,1,3,0,1,8,2,7,22,62,109,236,455,663,824,680,938,0,0,4
MEX,2001,710,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,670,1,4400,1,1,2,1,8,11,19,21,36,93,134,203,353,576,695,783,672,440,340,0,0,11
MEX,2001,650,2,2301,5,7,4,3,4,11,9,13,24,61,95,153,208,271,313,352,292,246,226,0,0,4
MEX,2001,640,2,1391,0,1,0,0,5,15,20,29,44,58,55,102,110,139,152,179,172,145,164,0,0,1
MEX,2001,630,2,2328,0,1,0,2,2,12,24,55,84,99,121,166,175,214,255,308,270,224,311,0,0,5
MEX,2001,620,1,557,0,0,0,0,0,2,3,8,9,14,27,46,63,60,72,76,77,53,47,0,0,0
MEX,2001,612,1,29,0,1,0,1,1,1,0,2,0,1,1,3,6,1,3,4,2,1,1,0,0,0
MEX,2001,611,2,176,0,0,0,2,2,0,2,2,4,7,14,10,15,12,27,19,21,17,22,0,0,0
MEX,2001,590,2,152068,4145,1165,704,721,1008,1183,1514,1938,2872,4237,5719,7657,9885,12761,15033,17218,17884,16400,29614,0,0,410
MEX,2001,550,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0
MEX,2001,550,1,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
MEX,2001,510,2,1632,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,510,1,2043,2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2013,753,1,570,0,0,0,0,1,0,0,5,8,18,31,55,79,93,86,77,58,40,19,0,0,0
MEX,2001,430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,410,2,22,1,2,1,1,0,2,2,0,1,1,1,0,0,1,1,2,3,2,1,0,0,0
MEX,2001,380,2,6260,1284,296,52,42,50,41,57,58,75,85,78,81,120,159,231,363,490,647,2029,0,0,22
MEX,2006,900,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2011,1500,2,2804,31,150,107,104,263,295,270,212,188,170,175,167,141,110,99,115,84,55,51,0,0,17
MEX,2001,320,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,310,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,260,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,250,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,150,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,140,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,50,1,10,5,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
MEX,2000,1610,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
MEX,2000,1570,2,538,0,0,1,42,127,104,60,41,35,27,31,18,12,10,11,6,7,2,3,0,0,1
MEX,2000,1560,2,1823,29,47,28,87,267,251,199,170,150,114,103,73,56,61,49,40,29,22,28,0,0,20
MEX,2000,1560,1,12387,47,61,74,219,1178,1933,1906,1564,1330,954,823,558,478,341,263,205,148,84,76,0,0,145
MEX,2000,1540,2,416,13,136,47,56,42,23,19,16,11,8,5,10,7,5,3,4,3,2,4,0,0,2
MEX,2010,1200,1,9246,92,36,15,53,218,251,210,186,249,250,307,430,559,611,732,959,1084,1135,1855,0,0,14
MEX,2000,1440,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2011,752,1,1271,1,8,16,15,35,31,47,37,52,62,69,93,123,119,132,139,136,81,75,0,0,0
MEX,2000,1420,9,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2010,1290,1,53,0,0,0,0,0,1,0,1,2,2,2,1,5,11,4,9,6,3,6,0,0,0
MEX,2000,1360,1,39,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,500,1,4510,4510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,1300,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,1300,1,401,2,2,4,11,10,12,8,10,14,21,20,21,22,26,23,35,35,39,85,0,0,1
MEX,2000,1290,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,1280,1,43,0,0,0,0,0,0,0,0,2,0,6,6,5,6,5,5,4,2,2,0,0,0
MEX,2000,1270,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,1270,2,177,0,0,0,0,1,0,0,0,0,1,1,2,4,5,2,18,27,28,86,0,0,2
MEX,2000,1240,1,365,2,1,0,1,2,5,1,12,6,4,11,16,7,21,17,33,57,44,122,0,0,3
MEX,2016,60,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,1210,2,4767,44,31,43,58,92,91,98,95,133,138,175,232,285,415,479,457,477,436,971,0,0,17
MEX,2000,1200,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,1190,2,4838,128,57,25,27,35,46,53,72,91,110,159,182,300,369,470,558,619,546,972,0,0,19
MEX,2000,1185,2,434,0,0,1,8,12,16,21,19,25,28,34,26,42,30,45,45,38,18,25,0,0,1
MEX,2000,1184,1,539,5,1,1,1,1,3,6,5,12,10,17,26,30,39,47,77,81,79,96,0,0,2
MEX,2000,1183,1,80,4,3,0,1,0,4,5,7,3,4,4,3,5,6,2,3,6,4,15,0,0,1
MEX,2000,1180,2,212,1,7,5,5,5,9,5,6,7,7,13,18,19,19,11,19,20,9,26,0,0,1
MEX,2000,1180,1,224,2,11,10,7,6,3,5,9,6,10,10,7,12,12,20,25,20,19,29,0,0,1
MEX,2000,1170,2,5295,5,2,6,3,10,18,49,86,186,321,431,498,638,694,668,644,479,276,251,0,0,30
MEX,2000,1170,1,18865,6,4,2,4,19,83,371,843,1529,2051,2304,2286,2273,2058,1765,1254,933,511,406,0,0,163
MEX,2000,1140,2,2614,261,72,17,14,25,39,37,38,48,69,89,101,133,150,199,240,267,244,561,0,0,10
MEX,2002,1541,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,1130,2,1164,33,42,12,9,8,14,20,16,25,27,43,37,48,79,96,143,140,115,250,0,0,7
MEX,2014,751,2,208,0,0,2,2,8,11,8,12,8,8,9,14,13,19,25,18,20,19,12,0,0,0
MEX,2000,1040,9,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2
MEX,2000,1010,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,980,2,13,2,0,1,1,0,0,0,0,1,0,0,0,0,2,1,0,0,2,3,0,0,0
MEX,2000,970,1,2019,108,131,112,99,153,121,89,93,81,77,71,87,96,107,119,112,134,98,128,0,0,3
MEX,2000,960,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,920,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,910,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,900,1,162,0,0,0,0,11,27,34,29,19,12,9,8,3,1,2,2,1,2,1,0,0,1
MEX,2000,870,2,595,5,1,1,0,0,1,1,2,0,0,0,7,12,12,25,52,103,128,243,0,0,2
MEX,2000,840,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,840,1,50,0,0,0,0,0,1,5,3,3,0,9,5,8,5,3,2,3,0,2,0,0,1
MEX,2003,630,1,2776,0,1,1,1,4,18,35,43,77,97,126,166,229,293,375,406,361,291,246,0,0,6
MEX,2013,1190,2,9822,171,71,22,38,36,62,66,97,158,253,327,530,677,838,954,1098,1282,1320,1822,0,0,0
MEX,2000,760,2,1562,20,125,143,151,112,103,85,67,76,78,82,78,74,67,69,81,63,40,46,0,0,2
MEX,2000,744,2,267,0,0,0,0,1,0,1,4,1,6,10,16,21,29,47,41,44,31,15,0,0,0
MEX,2000,743,1,695,0,0,0,0,0,2,0,3,5,15,27,33,68,96,104,113,99,71,58,0,0,1
MEX,2000,742,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2011,1290,1,58,0,0,1,1,0,0,0,0,2,5,1,3,7,7,4,8,10,5,4,0,0,0
MEX,2000,740,2,220,0,0,0,0,0,0,0,0,2,3,12,10,11,17,29,35,33,28,40,0,0,0
MEX,2000,710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,700,2,4620,0,0,0,1,6,7,68,151,316,429,541,516,445,450,456,395,328,248,258,0,0,5
MEX,2000,681,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,670,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MEX,1999,170,1,275,80,30,7,8,14,13,15,12,13,12,11,18,5,10,3,5,8,4,5,0,0,2
MEX,2002,1110,1,13779,317,134,59,36,60,74,107,91,138,183,238,296,429,736,1184,1728,2163,2182,3577,0,0,47
MEX,2000,620,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,620,2,219,0,0,0,1,0,2,3,2,1,9,6,8,14,20,27,32,26,31,36,0,0,1
MEX,2000,620,1,551,0,0,0,1,0,1,3,1,15,10,19,48,53,58,72,79,76,51,62,0,0,2
MEX,2000,613,2,66,0,0,0,1,1,0,3,0,1,0,2,6,5,7,9,12,8,3,8,0,0,0
MEX,2007,430,2,265,0,0,0,2,34,40,55,70,40,23,1,0,0,0,0,0,0,0,0,0,0,0
MEX,1998,1620,1,2892,35,56,31,80,251,321,339,298,293,252,197,143,120,106,75,68,65,30,28,0,0,104
MEX,2000,570,1,819,31,17,5,8,12,18,15,17,16,27,23,31,37,45,41,64,76,104,228,0,0,4
MEX,2000,540,1,4350,429,206,46,24,33,34,52,65,65,57,67,86,90,158,206,319,421,496,1462,0,0,34
